mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar13,mvar14,mvar15,mvar17,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar31,party_voted_pastCentaur,party_voted_pastCosmos,party_voted_pastEbony,party_voted_pastOdyssey,actual_vote
14,5,0,6,0,6,1,0,0,0,0,3,0,2,15,15,0,15,0,4,7,1,0,0,0,Centaur
0,2,0,7,0,0,1,0,3,0,0,2,0,1,0,15,0,15,0,3,7,0,0,0,1,Odyssey
1,0,4,0,0,1,0,0,0,0,1,0,0,0,15,0,15,0,0,3,5,0,0,1,0,Cosmos
0,5,0,0,6,0,4,0,0,3,0,0,1,1,0,10,0,0,4,3,5,0,0,1,0,Cosmos
2,0,0,0,4,2,0,0,0,4,0,0,0,0,15,0,0,0,15,4,5,0,1,0,0,Cosmos
1,5,6,0,1,1,1,3,0,1,0,0,0,2,15,13,15,0,15,1,6,0,0,1,0,Cosmos
0,9,0,0,0,0,1,0,0,0,0,0,0,5,0,15,0,0,0,4,8,0,0,1,0,Ebony
0,0,6,0,14,0,0,0,0,4,1,0,4,0,0,0,15,0,15,2,6,0,1,0,0,Tokugawa
0,0,0,18,0,0,0,0,7,0,0,4,0,0,0,0,0,15,0,4,8,0,0,0,1,Odyssey
2,0,2,0,1,2,0,2,0,1,0,0,0,0,15,0,15,0,15,3,7,0,0,0,0,Tokugawa
0,2,0,2,5,0,0,0,0,1,0,1,2,0,0,15,0,15,12,4,6,0,1,0,0,Cosmos
0,0,0,1,5,0,0,0,1,3,0,0,1,0,0,0,0,15,15,3,7,0,1,0,0,Cosmos
0,6,9,0,0,0,1,2,0,0,3,0,0,2,0,13,15,0,0,3,7,0,0,1,0,Ebony
0,7,0,0,1,0,4,0,0,1,0,0,0,3,0,15,0,0,15,1,8,0,0,1,0,Ebony
2,0,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,11,1,9,1,0,0,0,Centaur
0,1,0,8,2,0,1,0,8,2,0,0,0,0,0,15,0,15,15,4,4,0,0,0,1,Odyssey
0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,15,0,15,0,3,6,0,0,1,0,Cosmos
0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,4,6,0,0,1,0,Ebony
1,2,0,7,4,1,0,0,5,2,0,1,1,2,7,0,0,15,14,3,5,0,1,0,0,Odyssey
0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
14,0,0,0,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,4,3,1,0,0,0,Centaur
0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,7,0,0,8,4,7,0,1,0,0,Cosmos
0,0,0,2,11,0,0,0,2,9,0,0,1,0,0,0,0,15,7,1,5,0,1,0,0,Cosmos
1,9,0,6,0,1,3,0,0,0,0,1,0,4,15,15,0,15,0,4,8,0,0,1,0,Ebony
0,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,15,4,7,0,1,0,0,Cosmos
0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,3,8,0,1,0,0,Cosmos
2,0,0,4,0,2,0,0,1,0,0,0,0,0,15,0,0,15,0,1,6,0,0,0,1,Odyssey
0,12,0,0,0,0,6,0,0,0,0,0,0,2,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,4,6,0,0,1,0,Ebony
2,0,6,2,0,2,0,2,2,0,1,0,0,0,0,0,12,15,0,3,6,0,0,0,0,Tokugawa
7,6,0,19,3,1,0,0,8,1,0,3,1,3,15,0,0,15,5,1,7,0,0,1,0,Odyssey
0,4,0,0,0,0,1,0,0,0,0,0,0,1,15,15,0,0,0,1,7,0,0,1,0,Ebony
1,0,0,0,2,1,0,0,0,2,0,0,0,0,7,0,0,0,10,3,8,0,1,0,0,Centaur
0,0,0,5,0,0,0,0,3,0,0,1,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,7,0,1,0,0,3,0,1,0,0,0,0,2,0,15,0,15,0,4,8,0,0,1,0,Ebony
0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,15,15,3,7,0,0,0,1,Odyssey
5,0,0,0,4,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,0,1,0,0,Cosmos
9,0,0,0,1,5,0,0,0,1,0,0,0,0,15,0,0,0,0,3,7,1,0,0,0,Centaur
3,0,0,1,0,2,0,0,1,0,0,0,0,0,15,15,0,15,0,4,6,1,0,0,0,Odyssey
0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,0,1,5,0,0,1,0,Ebony
10,1,0,0,0,6,1,0,0,0,0,0,0,0,15,15,0,0,0,3,5,1,0,0,0,Centaur
2,1,0,1,0,0,1,0,1,0,0,0,0,0,15,15,0,15,0,1,6,1,0,0,0,Centaur
0,0,0,8,0,0,0,0,6,0,0,1,0,0,0,0,0,15,0,1,8,0,0,0,1,Odyssey
7,2,0,5,1,5,2,0,5,1,0,0,0,0,15,15,0,15,15,4,5,1,0,0,0,Odyssey
0,0,0,7,1,0,0,0,3,1,0,2,0,0,15,15,0,15,7,1,7,0,0,0,1,Cosmos
1,5,0,0,0,1,4,0,0,0,0,0,0,1,15,15,0,0,0,1,4,0,0,1,0,Ebony
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,3,6,0,1,0,0,Cosmos
0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,2,9,0,0,0,0,Ebony
0,0,0,9,2,0,0,0,7,2,0,1,0,0,0,0,0,15,15,3,6,0,0,0,1,Odyssey
0,0,0,0,7,0,0,0,0,3,0,0,2,0,0,15,15,0,15,3,7,0,1,0,0,Cosmos
2,1,3,1,0,0,1,2,0,0,0,0,0,0,0,0,12,15,0,3,4,0,0,0,0,Cosmos
0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,15,3,5,0,1,0,0,Cosmos
0,9,0,7,0,0,5,0,1,0,0,3,0,2,0,15,0,15,0,3,4,0,0,1,0,Ebony
2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,4,9,1,0,0,0,Centaur
8,2,0,0,7,4,2,0,0,7,0,0,0,0,0,7,0,0,9,4,7,0,1,0,0,Cosmos
0,0,0,0,21,0,0,0,0,9,0,0,6,0,0,0,0,0,12,4,4,0,1,0,0,Cosmos
0,0,0,5,2,0,0,0,3,2,0,0,0,0,0,0,0,15,15,4,7,0,0,0,1,Odyssey
1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,15,15,0,0,3,4,0,0,1,0,Tokugawa
10,1,0,7,2,0,0,0,7,2,0,0,0,1,15,15,0,15,15,1,4,1,0,0,0,Odyssey
2,0,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,15,4,9,0,1,0,0,Cosmos
0,0,0,14,0,0,0,0,10,0,0,2,0,0,0,0,0,15,0,4,7,0,0,0,1,Odyssey
1,7,0,0,1,1,1,0,0,1,0,0,0,1,10,10,15,15,15,3,6,0,0,1,0,Cosmos
0,0,1,0,11,0,0,0,0,7,0,0,2,0,0,0,15,0,15,3,6,0,1,0,0,Cosmos
1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,4,7,1,0,0,0,Ebony
0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,2,5,0,0,0,0,Tokugawa
0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,3,8,0,1,0,0,Cosmos
0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,0,15,1,7,0,1,0,0,Tokugawa
12,17,8,5,3,9,13,5,5,3,0,0,0,4,15,15,15,15,15,1,4,0,0,1,0,Centaur
7,0,1,0,0,7,0,0,0,0,0,0,0,0,15,0,15,0,0,1,6,1,0,0,0,Centaur
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
0,6,0,0,0,0,3,0,0,0,0,0,0,1,0,15,0,0,0,3,8,0,0,1,0,Ebony
1,7,0,2,0,1,4,0,2,0,0,0,0,1,0,15,0,15,0,3,7,0,0,1,0,Ebony
0,0,0,11,0,0,0,0,4,0,0,3,0,0,15,0,0,15,0,1,8,0,0,0,1,Odyssey
0,0,0,5,6,0,0,0,3,2,0,1,1,0,0,0,0,15,15,1,7,0,1,0,0,Cosmos
1,0,17,0,0,1,0,15,0,0,0,0,0,0,15,0,15,0,0,1,5,0,0,0,0,Tokugawa
8,0,0,0,19,4,0,0,0,11,0,0,3,0,15,0,0,0,15,3,5,0,1,0,0,Cosmos
4,0,0,1,0,0,0,0,1,0,0,0,0,0,15,0,0,15,0,4,8,1,0,0,0,Centaur
1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,15,15,3,5,1,0,0,0,Centaur
3,1,0,10,1,1,1,0,8,1,0,1,0,0,15,15,0,15,15,4,8,1,0,0,0,Odyssey
0,18,0,0,0,0,10,0,0,0,0,0,0,7,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,17,0,1,0,0,8,0,1,0,0,0,0,7,0,15,0,15,0,1,7,0,0,1,0,Ebony
19,0,0,0,2,15,0,0,0,2,0,0,0,0,2,0,0,0,0,4,4,1,0,0,0,Centaur
7,0,0,3,0,1,0,0,2,0,0,0,0,0,4,0,0,15,0,1,6,1,0,0,0,Centaur
0,1,0,3,0,0,1,0,3,0,0,0,0,0,0,15,0,15,0,4,7,0,0,0,1,Odyssey
4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,1,7,1,0,0,0,Centaur
4,7,4,0,7,4,3,0,0,3,0,0,1,0,15,15,15,0,15,3,5,0,1,0,0,Centaur
6,2,0,0,4,0,0,0,0,2,0,0,1,0,15,15,0,0,15,2,7,1,0,0,0,Centaur
0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,15,3,8,0,1,0,0,Cosmos
0,17,0,0,0,0,8,0,0,0,0,0,0,1,0,15,0,0,0,1,6,0,0,1,0,Ebony
6,3,2,0,0,3,3,1,0,0,0,0,0,0,10,15,15,0,0,4,7,1,0,0,0,Ebony
14,4,0,4,1,1,3,0,4,1,0,0,0,1,2,5,0,15,0,1,6,1,0,0,0,Ebony
8,3,0,0,0,6,3,0,0,0,0,0,0,0,15,15,0,0,0,1,5,0,0,1,0,Ebony
0,3,16,0,9,0,0,4,0,6,0,0,0,3,0,15,15,0,10,4,5,0,0,0,0,Tokugawa
2,0,1,17,0,2,0,1,13,0,0,2,0,0,0,0,15,15,0,1,7,0,0,0,1,Odyssey
2,5,0,0,2,2,2,0,0,2,0,0,0,1,15,15,0,0,5,4,8,0,0,1,0,Centaur
0,0,17,0,0,0,0,10,0,0,1,0,0,0,0,0,15,0,0,3,6,0,0,0,0,Tokugawa
4,0,3,0,0,0,0,1,0,0,1,0,0,0,15,0,15,0,0,3,7,1,0,0,0,Centaur
8,2,14,1,2,2,2,11,1,2,1,0,0,0,15,15,15,15,15,3,5,0,0,0,0,Tokugawa
0,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,15,15,3,6,0,1,0,0,Odyssey
2,0,0,5,1,2,0,0,3,1,0,0,0,0,15,0,0,15,10,1,7,0,0,0,1,Odyssey
0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,15,0,15,0,4,7,0,0,0,1,Ebony
0,0,0,12,0,0,0,0,7,0,0,2,0,0,0,0,0,15,0,1,7,0,0,0,1,Odyssey
0,0,0,0,8,0,0,0,0,4,0,0,2,0,0,0,0,0,15,1,6,0,1,0,0,Cosmos
3,0,0,1,5,1,0,0,0,3,0,0,1,0,15,0,0,15,15,4,8,0,1,0,0,Odyssey
0,4,2,0,0,0,0,2,0,0,0,0,0,4,0,15,15,0,0,4,8,0,0,0,0,Tokugawa
3,0,15,0,4,1,0,1,0,0,2,0,1,0,15,0,15,0,15,4,7,0,0,0,0,Tokugawa
0,0,0,0,11,0,0,0,0,7,0,0,2,0,0,0,0,0,13,4,7,0,1,0,0,Cosmos
0,0,14,0,3,0,0,6,0,1,2,0,1,0,0,0,15,0,15,3,8,0,1,0,0,Tokugawa
2,0,0,0,5,2,0,0,0,3,0,0,1,0,15,0,0,0,15,1,7,0,1,0,0,Cosmos
0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,3,8,0,0,0,1,Odyssey
3,0,0,4,1,1,0,0,4,1,0,0,0,0,15,0,0,15,15,3,4,1,0,0,0,Centaur
0,0,0,0,13,0,0,0,0,11,0,0,1,0,0,0,0,0,11,4,8,0,1,0,0,Cosmos
0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15,0,0,15,1,8,0,1,0,0,Cosmos
0,1,0,0,14,0,0,0,0,12,0,0,1,1,0,15,0,0,15,3,6,0,1,0,0,Cosmos
0,1,2,4,0,0,1,0,4,0,1,0,0,0,0,15,15,15,0,3,6,0,0,0,1,Ebony
1,11,0,2,4,1,6,0,0,2,0,1,1,5,15,15,0,15,15,1,7,0,0,1,0,Ebony
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
2,2,20,0,1,2,2,8,0,1,1,0,0,0,15,7,15,0,15,4,6,0,0,0,0,Tokugawa
9,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,1,7,1,0,0,0,Centaur
0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,12,1,5,0,1,0,0,Cosmos
3,0,0,0,19,1,0,0,0,9,0,0,5,0,15,0,0,0,15,4,7,0,1,0,0,Cosmos
0,3,0,0,0,0,1,0,0,0,0,0,0,2,0,15,0,0,0,3,7,0,0,1,0,Ebony
0,0,2,8,1,0,0,2,4,1,0,0,0,0,0,0,15,15,0,1,7,0,0,0,1,Odyssey
0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Cosmos
2,5,0,6,4,2,5,0,6,4,0,0,0,0,5,0,0,15,3,3,6,0,0,1,0,Cosmos
0,9,0,0,0,0,5,0,0,0,0,0,0,4,0,15,0,0,0,3,7,0,0,1,0,Ebony
4,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,1,0,0,0,Centaur
1,1,2,6,7,1,1,0,1,5,0,1,1,0,5,0,0,15,1,1,6,0,1,0,0,Centaur
2,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,4,5,1,0,0,0,Centaur
2,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,15,0,0,4,6,1,0,0,0,Centaur
0,10,0,0,0,0,6,0,0,0,0,0,0,2,15,11,0,0,0,4,6,0,0,1,0,Ebony
0,2,0,18,1,0,0,0,10,1,0,4,0,1,0,15,0,15,15,1,6,0,0,0,1,Odyssey
0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
3,9,0,0,0,3,7,0,0,0,0,0,0,0,15,15,0,0,0,1,5,0,0,1,0,Centaur
1,0,2,4,5,1,0,1,2,1,0,1,2,0,0,0,15,15,13,3,5,0,1,0,0,Ebony
0,9,0,0,0,0,2,0,0,0,0,0,0,4,0,15,0,0,0,4,6,0,0,1,0,Ebony
0,0,0,3,2,0,0,0,2,0,0,0,1,0,0,0,0,15,10,4,8,0,1,0,0,Cosmos
0,0,0,0,10,0,0,0,0,6,0,0,1,0,0,0,0,0,3,3,4,0,1,0,0,Cosmos
0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,0,3,7,0,0,1,0,Ebony
2,1,0,1,8,0,0,0,1,6,0,0,1,1,9,0,0,15,6,4,7,0,1,0,0,Cosmos
2,1,2,2,3,2,1,2,2,3,0,0,0,0,15,15,15,15,15,1,6,0,1,0,0,Cosmos
0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,0,1,0,Ebony
0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,15,4,5,0,1,0,0,Cosmos
4,0,0,2,12,2,0,0,0,3,0,0,1,0,5,0,0,15,6,4,7,0,1,0,0,Cosmos
0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,3,6,0,0,0,1,Tokugawa
0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,3,6,0,0,0,0,Tokugawa
0,0,0,4,16,0,0,0,1,4,0,1,3,0,0,0,0,15,11,2,7,0,1,0,0,Cosmos
0,0,0,0,10,0,0,0,0,8,0,0,1,0,0,0,0,0,15,1,6,0,1,0,0,Cosmos
5,1,1,2,0,2,1,0,0,0,0,1,0,0,15,15,15,15,0,3,7,0,0,1,0,Tokugawa
0,8,0,8,0,0,3,0,2,0,0,2,0,2,15,15,0,15,0,3,7,0,0,1,0,Ebony
0,0,0,0,15,0,0,0,0,11,0,0,2,0,0,0,0,0,15,1,7,0,1,0,0,Cosmos
3,0,1,0,0,3,0,1,0,0,0,0,0,0,15,0,15,0,0,4,4,1,0,0,0,Centaur
8,0,13,2,1,4,0,3,2,1,2,0,0,0,15,0,15,15,15,4,6,0,0,0,0,Tokugawa
0,0,0,2,5,0,0,0,2,5,0,0,0,0,0,0,0,15,2,1,6,0,1,0,0,Cosmos
0,18,0,0,5,0,1,0,0,0,0,0,1,16,0,0,0,0,6,1,5,0,0,1,0,Cosmos
0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,4,8,0,0,1,0,Tokugawa
0,0,0,0,12,0,0,0,0,10,0,0,1,0,0,0,0,0,15,3,8,0,1,0,0,Cosmos
0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,15,0,0,15,1,4,0,0,1,0,Centaur
0,0,15,0,9,0,0,3,0,9,0,0,0,0,0,0,15,0,15,1,6,0,1,0,0,Tokugawa
0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,15,15,3,8,0,0,0,1,Cosmos
0,3,0,6,0,0,1,0,0,0,0,2,0,1,0,15,0,15,0,2,8,0,0,0,1,Ebony
0,0,1,4,0,0,0,1,4,0,0,0,0,0,0,0,15,15,0,3,7,0,0,0,1,Odyssey
0,10,0,0,0,0,5,0,0,0,0,0,0,2,0,15,0,0,0,3,5,0,0,1,0,Ebony
4,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,2,9,1,0,0,0,Centaur
20,2,0,0,3,20,2,0,0,3,0,0,0,0,0,0,0,0,12,1,3,1,0,0,0,Cosmos
0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,0,0,1,7,0,0,1,0,Ebony
0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,4,7,0,1,0,0,Cosmos
1,0,8,0,1,1,0,4,0,1,0,0,0,0,15,0,14,0,0,3,5,0,0,0,0,Tokugawa
0,7,12,0,12,0,6,11,0,7,0,0,0,1,0,6,9,0,5,3,8,0,1,0,0,Tokugawa
3,10,1,0,0,3,7,0,0,0,0,0,0,2,15,15,15,0,15,3,5,0,0,1,0,Ebony
0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,15,0,15,15,1,3,0,1,0,0,Odyssey
0,2,2,1,0,0,0,0,1,0,0,0,0,1,0,10,10,15,0,1,7,0,0,1,0,Cosmos
7,0,0,10,0,2,0,0,2,0,0,3,0,0,15,0,0,15,15,4,9,0,0,0,1,Odyssey
3,0,1,19,1,3,0,1,17,1,0,0,0,0,5,0,7,15,7,4,7,0,0,0,1,Odyssey
10,1,0,0,0,2,1,0,0,0,0,0,0,0,6,0,0,0,0,1,4,1,0,0,0,Centaur
0,11,0,1,0,0,8,0,1,0,0,0,0,3,0,15,0,15,0,3,7,0,0,1,0,Ebony
0,13,5,0,0,0,0,3,0,0,0,0,0,1,0,15,15,0,0,2,5,0,0,0,0,Tokugawa
1,0,3,0,0,1,0,2,0,0,0,0,0,0,11,0,11,0,0,1,7,0,0,0,0,Centaur
0,6,0,1,2,0,3,0,1,2,0,0,0,3,15,15,0,15,15,3,8,0,0,1,0,Odyssey
7,15,1,0,8,6,13,1,0,8,0,0,0,2,5,0,0,0,1,3,5,0,1,0,0,Centaur
0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,15,1,8,0,1,0,0,Cosmos
2,0,16,1,0,0,0,3,1,0,3,0,0,0,15,0,15,15,15,3,6,0,0,0,0,Tokugawa
2,2,3,1,9,0,2,1,1,5,1,0,2,0,15,15,15,15,15,3,7,1,0,0,0,Cosmos
6,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,3,4,1,0,0,0,Ebony
7,0,1,0,1,1,0,0,0,1,0,0,0,0,15,15,15,0,15,3,0,1,0,0,0,Centaur
1,0,0,3,0,1,0,0,3,0,0,0,0,0,15,0,0,15,0,4,2,0,0,0,1,Odyssey
15,1,0,16,1,15,0,0,13,1,0,0,0,1,15,15,0,15,15,1,7,1,0,0,0,Odyssey
0,1,0,12,0,0,1,0,10,0,0,0,0,0,0,15,0,15,0,1,6,0,0,0,1,Odyssey
5,3,0,1,2,5,3,0,1,2,0,0,0,0,10,12,0,15,5,4,7,1,0,0,0,Centaur
0,0,0,18,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,1,8,0,0,0,1,Odyssey
0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,4,9,0,0,0,1,Odyssey
11,0,0,1,0,4,0,0,1,0,0,0,0,0,15,0,0,15,0,2,0,1,0,0,0,Odyssey
0,0,14,0,0,0,0,3,0,0,4,0,0,0,0,0,15,0,0,3,7,0,0,0,0,Tokugawa
0,0,0,13,0,0,0,0,1,0,0,3,0,0,0,0,0,15,0,2,8,0,0,0,1,Odyssey
0,0,0,11,10,0,0,0,11,6,0,0,1,0,0,0,0,15,15,1,7,0,1,0,0,Cosmos
0,9,0,0,0,0,5,0,0,0,0,0,0,1,0,15,0,0,0,4,6,0,0,1,0,Ebony
0,0,0,0,9,0,0,0,0,3,0,0,2,0,0,0,0,0,15,4,6,0,1,0,0,Cosmos
0,12,1,0,1,0,10,1,0,1,0,0,0,0,0,3,7,0,12,1,5,0,0,1,0,Ebony
0,9,5,0,0,0,2,3,0,0,0,0,0,2,0,12,15,0,0,4,8,0,0,1,0,Ebony
0,1,2,2,5,0,1,1,1,1,0,0,2,0,0,0,15,15,2,4,6,0,1,0,0,Cosmos
3,0,0,0,12,0,0,0,0,1,0,0,3,0,15,0,0,0,15,4,5,0,1,0,0,Cosmos
5,0,4,0,0,1,0,0,0,0,1,0,0,0,15,15,15,0,0,4,0,1,0,0,0,Cosmos
0,10,0,0,0,0,8,0,0,0,0,0,0,0,0,15,0,0,0,3,6,0,0,1,0,Ebony
0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,15,0,0,15,4,5,0,1,0,0,Cosmos
1,1,0,0,8,1,0,0,0,4,0,0,2,1,15,7,0,0,15,1,4,0,1,0,0,Cosmos
0,3,0,2,0,0,3,0,2,0,0,0,0,0,0,4,0,15,0,3,5,0,0,1,0,Ebony
0,19,0,0,0,0,4,0,0,0,0,0,0,5,0,14,0,0,0,1,9,0,0,1,0,Ebony
5,3,0,2,0,2,1,0,0,0,0,1,0,0,15,15,0,15,0,3,4,0,0,1,0,Centaur
4,2,0,1,1,4,0,0,1,1,0,0,0,1,15,15,0,15,15,3,9,0,0,1,0,Cosmos
0,6,0,0,0,0,3,0,0,0,0,0,0,2,0,15,0,0,0,3,8,0,0,1,0,Ebony
4,0,0,1,0,2,0,0,1,0,0,0,0,0,15,0,0,15,0,4,7,1,0,0,0,Centaur
3,0,6,0,0,1,0,2,0,0,1,0,0,0,5,0,5,0,0,4,7,1,0,0,0,Centaur
0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,1,6,0,0,1,0,Ebony
20,1,0,0,3,3,0,0,0,0,0,0,1,1,15,15,0,0,15,2,9,1,0,0,0,Centaur
2,10,0,0,0,2,1,0,0,0,0,0,0,4,15,15,0,0,0,3,8,0,0,1,0,Ebony
0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
4,2,0,7,0,4,0,0,3,0,0,2,0,0,15,15,0,15,0,1,7,1,0,0,0,Odyssey
0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,1,5,0,0,1,0,Ebony
0,8,2,0,0,0,5,0,0,0,1,0,0,1,0,15,15,0,0,4,6,0,0,1,0,Ebony
19,0,0,0,0,11,0,0,0,0,0,0,0,0,15,0,0,0,0,3,5,1,0,0,0,Centaur
2,0,6,0,2,0,0,2,0,0,2,0,0,0,15,0,10,0,0,1,7,0,0,0,0,Tokugawa
20,0,0,4,0,20,0,0,4,0,0,0,0,0,15,0,0,15,0,4,4,1,0,0,0,Centaur
0,0,0,10,1,0,0,0,6,0,0,1,0,0,0,0,0,12,0,4,7,0,1,0,0,Cosmos
0,8,0,0,20,0,7,0,0,2,0,0,5,1,0,15,0,0,15,1,6,0,0,1,0,Cosmos
0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Cosmos
3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,3,6,1,0,0,0,Centaur
0,10,0,0,0,0,5,0,0,0,0,0,0,2,0,3,0,0,0,1,7,0,0,1,0,Ebony
0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,5,0,15,7,3,6,0,0,1,0,Ebony
12,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,3,6,1,0,0,0,Centaur
7,0,0,1,1,7,0,0,1,1,0,0,0,0,15,0,0,15,15,4,6,1,0,0,0,Centaur
0,16,0,0,0,0,2,0,0,0,0,0,0,5,0,15,0,0,0,2,8,0,0,1,0,Centaur
0,0,0,7,0,0,0,0,4,0,0,0,0,0,15,15,0,15,0,4,7,0,0,0,1,Tokugawa
5,0,0,2,0,2,0,0,0,0,0,1,0,0,15,0,0,15,0,1,0,1,0,0,0,Odyssey
3,0,0,0,0,1,0,0,0,0,0,0,0,0,15,15,0,0,0,1,8,0,0,1,0,Centaur
0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,3,7,0,0,0,1,Odyssey
1,0,0,12,1,1,0,0,7,1,0,1,0,0,15,0,0,15,15,1,5,0,0,0,1,Odyssey
0,11,0,0,0,0,3,0,0,0,0,0,0,2,0,15,0,0,0,3,8,0,0,1,0,Ebony
0,0,0,0,8,0,0,0,0,2,0,0,1,0,0,0,0,0,8,2,6,0,1,0,0,Cosmos
5,0,0,0,3,1,0,0,0,1,0,0,1,0,15,0,0,0,15,3,8,1,0,0,0,Cosmos
0,0,10,0,0,0,0,3,0,0,2,0,0,0,0,0,15,0,0,1,8,0,0,0,0,Tokugawa
0,0,0,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,15,1,7,0,1,0,0,Cosmos
20,0,0,0,11,9,0,0,0,6,0,0,1,0,15,0,0,0,15,3,6,1,0,0,0,Centaur
0,0,6,16,1,0,0,0,4,1,1,2,0,0,0,0,15,15,15,2,9,0,0,0,1,Odyssey
7,0,0,1,4,4,0,0,0,1,0,0,1,0,15,0,0,15,15,3,9,1,0,0,0,Centaur
0,13,0,0,0,0,7,0,0,0,0,0,0,2,0,13,0,0,0,4,6,0,0,1,0,Tokugawa
5,0,0,2,0,2,0,0,2,0,0,0,0,0,15,0,0,15,0,1,0,1,0,0,0,Centaur
2,0,0,0,7,0,0,0,0,3,0,0,2,0,15,0,0,0,15,4,6,0,1,0,0,Cosmos
